id,name,type,desc,atk,def,level,attribute
6337436,Rapid-Fire Magician,Effect Monster,Inflict 400 damage to your opponent each time you activate a Normal Spell Card.,1600,1200,4,DARK
4538826,"Chaos Emperor, the Dragon of Armageddon",Pendulum Effect Monster,"[ Pendulum Effect ] 
You can pay 1000 LP, then target 1 of your banished Dragon monsters; destroy this card, and if you do, add that monster to your hand. You can only use this effect of ""Chaos Emperor, the Dragon of Armageddon"" once per turn.
[ Monster Effect ] 
Cannot be Normal Summoned/Set. Must be Special Summoned (from your hand or Extra Deck) by banishing 1 LIGHT and 1 DARK monster from your GY. You can only Special Summon ""Chaos Emperor, the Dragon of Armageddon"" once per turn this way. Once per turn: You can pay half your LP; send as many cards you control as possible to the GY, except from the Extra Monster Zone, and if you do, send cards your opponent controls to the GY, up to the number of your cards sent to the GY, then, inflict 300 damage to your opponent for each card sent to their GY by this card's effect. If this face-up Special Summoned card leaves the field, return it to the bottom of the Deck.",3000,2500,8,DARK
63767246,Number 38: Hope Harbinger Dragon Titanic Galaxy,XYZ Monster,"2 Level 8 monsters
Once per turn, when a Spell Card or effect is activated on the field (Quick Effect): You can negate that effect, and if you do, attach that card to this card as material. When an opponent's monster declares an attack: You can detach 1 material from this card; change the attack target to this card and perform damage calculation. If a face-up Xyz Monster(s) you control is destroyed by battle or card effect: You can target 1 face-up Xyz Monster you control; it gains ATK equal to 1 of those destroyed monster's original ATK.",3000,2500,8,LIGHT
84696266,Sonic Duck,Normal Monster,"A duck which can walk at a sonic speed. Sometimes, he cannot deal with his incredible pace and loses control.",1700,700,3,WIND
70298454,Leng Ling,Union Effect Monster,"Once per turn, you can either: Target 1 face-up monster you control; equip this card to that target, OR: Unequip this card and Special Summon it. The original ATK of a monster equipped with this card becomes 1000, it can make a second attack during each Battle Phase, also if the equipped monster would be destroyed by battle or card effect, destroy this card instead.",1500,0,3,DARK
31615285,Cactus Bouncer,Effect Monster,"Cannot be Special Summoned. While another Plant monster is on the field, neither player can Special Summon monsters.",1800,300,4,EARTH
46057733,Shamisen Samsara Sorrowcat,Synchro Monster,"1 Tuner + 1+ non-Tuner monsters
Once per Chain, during your opponent's Main Phase, you can (Quick Effect): Immediately after this effect resolves, Synchro Summon using this card you control. If this card is in your GY: You can target 1 other Synchro Monster in your GY; return it to the Extra Deck, and if you do, Special Summon this card, but banish it when it leaves the field. You can only use each effect of ""Shamisen Samsara Sorrowcat"" once per turn.",1600,1200,3,DARK
64756282,Witchcrafter Genni,Effect Monster,"During the Main Phase (Quick Effect): You can Tribute this card and discard 1 Spell; Special Summon 1 ""Witchcrafter"" monster from your Deck, except ""Witchcrafter Genni"". You can banish this card and 1 ""Witchcrafter"" Spell from your GY; this effect becomes that Spell's effect when that card is activated. You can only use each effect of ""Witchcrafter Genni"" once per turn.",300,500,1,WIND
36187051,Rock Band Xenoguitar,Effect Monster,"If this card is sent to the GY: You can target 1 Rock monster in your GY, except ""Rock Band Xenoguitar""; add it to your hand, then place 1 card from your hand on top of the Deck. If this card is banished from the field or GY: You can send 1 Rock monster from your Deck to the GY. You can only use each effect of ""Rock Band Xenoguitar"" once per turn.",1000,2000,4,EARTH
46986414,Dark Magician,Normal Monster,''The ultimate wizard in terms of attack and defense.'',2500,2100,7,DARK
32864,The 13th Grave,Normal Monster,A zombie that suddenly appeared from plot #13 - an empty grave.,1200,900,3,DARK
38033121,Dark Magician Girl,Effect Monster,"Gains 300 ATK for every ""Dark Magician"" or ""Magician of Black Chaos"" in the GY.",2000,1700,6,DARK
